,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
227,6225,,Pintura histórica,"A esquerda praia com vários indígenas sobre a areia e pedras, de pé ou agachados, empunhando arcos e flechas. No fundo, morro com vegetação, palmeiras e outras árvores. À direita, mar em tons verde azulados e pequenas ondas . No centro, próximo à praia, barco direcionado para a esquerda, tendo no seu interior vários homens, uns remando outros de pé, alguns com indumentária militar. Em terra firme, homem de pé, apontando para espécie de baú e atrás dele, soldado segurando estandarte branco com a cruz da Ordem de Cristo. No segundo plano, à direita, diversas embarcações com velas brancas com cruzes da mesma ordem. Ao fundo recortes de morros e palmeiras distantes; céu em tons de azul, cinza, lilás e bege. Assinatura Oscar P.... em tinta marrom, no canto inferior direito.",Desembarque de Cabral em Porto Seguro,Oscar Pereira da Silva,óleo | tela,Brasil,[1904],02.6 Pintura,Bom,79,119,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
228,6226,,Retrato (pintura),"Homem de meia idade, em meio corpo, testa alta e larga; cabelos grisalhos, curtos e cheios. Olhos claros, nariz pequeno, boca fina. Cenho e pálpebras enrugadas, orelha direita visível. Casaca negra com gola, punhos e peitilho bordados em folhagens douradas; calça também preta. Dragonas douradas de canutões. No pescoço, fitão com três faixas rosas alternadas com duas brancas, sustentando insígnia da Ordem da Rosa; sob estes, detalhes fitão vermelho e cruz da Ordem de Cristo. No alto do peito, à esquerda, placas das Ordens Rosa e de Cristo. Braço esquerdo junto corpo, mão enluvada segurando punho de espada; braço direito para baixo, mão sobre papel branco apoiado em móvel; dedo indicador apontado para as inscrições em caracteres pretos: ""S. Paulo/appa /a fundo escuro. À direita, detalhe de cortina. Moldura em madeira estucada, dourada, com decoração fitomórfica, saliente, nas extremidades.",Rafael Tobias de Aguiar,Ferdinand Krumholz,óleo | tela,Brasil,184-,02.6 Pintura,Bom,148,116,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
229,6228,,Retrato (fotopintura),"Em fundo negro, figura masculina em meio corto a 3/4 voltado para a direita. Cabelos curtos castanhos e barba grisalha, usa pequenos óculos redondos com aros negros. Traja paletó e gravata em laço na cor preta.",José de Alencar,Karl Ernst Papf,óleo | tela,Brasil - Rio de Janeiro,1882,02.6 Pintura,Regular,97,83,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
230,6229,,Retrato (pintura),"Busto de homem de meia idade, voltado para a esquerda. Rosto comprido e cheio. Testa alta com entradas acentuadas, cabelos escuros e curtos, penteados para trás. Sobrancelhas finas, castanhas; olhos castanhos; nariz pequeno; lábios grossos; orelha esquerda visível. Traja paletó fechado, colete e gravata em laço, pretos; camisa branca com botões dourados. Fundo esverdeado. Assinatura A. Agostini em tinta vermelha na lateral inferior direita, acompanhando a inclinação do braço. Moldura retangular em madeira escura, lisa e envernizada com baguete fina dourada.",Joaquim Augusto Ribeiro de Sousa,Ângelo Agostini,óleo | tela,Brasil,[1893],02.6 Pintura,Bom,84,71,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
231,6231,,Pintura alegórica,"No primeiro plano composição piramidal formada por três homens nus. Os dois que se encontram na base, estão agarrados entre si, um sustentando o outro. Este terceiro encontra-se de costas, rosto virado para a esquerda; olhos arregalados; boca aberta com se estivesse gritando; cabelos revoltos; braços estendidos para o alto; com grilhões nos pulsos e correntes quebradas. No centro da parte superior, atrás deste, silhueta de figura feminina em tons cinza com olhos fechados e cabelos compridos, envolvida em uma espécie de nimbo circundado por coroa circular formada de pequenas flores vermelhas. Na parte inferior, no segundo plano, figuras nuas, contorcidas, algumas caídas e outras de costas . À direita, vultos distantes de homens a cavalo. Fundo em tons verdes e cinzas pontilhado com empastamento.",Minha Terra (tríptico),Helios Aristides Seelinger,óleo | tela,Brasil - Rio de Janeiro,[1922],02.6 Pintura,Bom,253,152.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
232,6232,,Pintura alegórica,"Em primeiro plano, observam-se duas figuras masculinas, uma à esquerda de pé e outra à direita sentada. Ambos portam trajes escuros e carregam folha de papel manuscrita. Acompanham-nos, na altura de seus joelhos, anjinhos que se deitam junto a um globo com a inscrição ""PROGRE"". No alto, à direita, figura feminina com vestes claras e capa esvoaçante em tons verdes e rosados, olhando para cima à esquerda, com seu braço direito erguido, acompanhada de anjinho a seus pés. Logo abaixo de seu braço, figura alada em tons acinzentados. Ao fundo, à direita, silhueta de homem a cavalo em tom amarronzado. Fundo amarelado. Assinatura do autor, local e datação no canto inferior direito: ""CARLOS CHAMBELLAND/Rio 1922"".",Alegoria da República,Carlos Chambelland,óleo | tela,Brasil - Rio de Janeiro,1922,02.6 Pintura,Regular,202,152,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
233,6233,,Retrato (fotopintura),"De corpo inteiro, em pé , de frente, fardado de marechal, mãos enluvadas, a esquerda apoiada nos copos da espada e a direita segurando o chapéu armado. Ostenta alamares e agulhetas do lado direito e mais as seguintes condecorações honoríficas e militares: medalha da restauração da Baía, colar da Imperial Ordem da Rosa, Banda das Ordens Imperiais Brasileiras, placas das Ordens da Rosa e do Cruzeiro.",Duque de Caxias,Gaspard E. Carneiro | Jean-Baptiste Courtois,cartão | papel,Brasil,187-,02.6 Pintura,Regular,55,42,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
234,6234,,Paisagem (pintura),"Paisagem campestre, no primeiro plano folhagens tendo ao centro galho longo com várias flores amarelas. Ao fundo vegetação em tom avermelhado com campos verdes. Assinado e datado no canto inferior esquerdo: Rod. Chambelland. Moldura em madeira escura, estriada; vidro.",Paisagem (com flores amarelas),Rodolfo Chambelland,madeira | óleo,França,1907,02.6 Pintura,Bom,48.5,40.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
235,6235,,Paisagem (pintura),"ESTA FOTO ESTÁ ERRADA - FOTO ERRADA - FOTO NÃO CORRESPONDE A DESCRIÇÃO -FOTO ERRADA!!! A FOTO CERTA ESTÁ NO ITEM 06236 Quadro formado por três pequenas telas dispostas lado a lado. Do lado esquerdo paisagem, em primeiro plano lago com quatro patos pretos e brancos nadando, ao centro grupo formado por uma figura adulta, tendo a frente duas crianças e um cão. Ao fundo cinco troncos de árvores e vegetação. Ao centro, busto de cigana, com o rosto direcionado para frente, usa lenço azul com correntes douradas amarradas nos longos cabelos pretos. Na orelha grande argola prateada. Traja roupa branca. Do lado direito, Em primeiro plano dois porcos alimentam-se em cochos do lado direito construção rústica na cor branca com porta entreaberta; ao fundo vegetação, céu azul com nuvens brancas. As três telas estão assinadas no canto inferior direito J. Agrasot Moldura em madeira dourada lisa sem decoração, moldura interna dourada.",[Cigana e duas paisagens],Joaquim Agrasot Y Juan,cartão | óleo | tela,Em pesquisa,19--,02.6 Pintura,Bom,32,55,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
236,6236,,Paisagem (pintura),,[paisagem com lago e patos],Não identificado,cartão | óleo,Em pesquisa,,02.6 Pintura,Bom,32.2,54.6,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
237,6237,,Paisagem (pintura),,Casas e porcos,Não identificado,cartão | óleo,Em pesquisa,,02.6 Pintura,Bom,32.2,54.6,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
238,6238,,Retrato (pintura),"Sobre fundo escuro, figura feminina sentada em cadeira dourada, corpo voltado para a direita e rosto à frente. Cabelos presos repartidos ao meio, caindo na fronte uma pequena mecha encurvada. Olhos claros, faces coradas e lábios rosados. Traja vestido preto, tendo como acabamento na gola e no punho fina renda branca. Usa brincos, um broche ao centro da gola e duas pulseiras (uma em cada braço). Apresenta mão direita pousada no colo e a esquerda apoiada na cadeira. Assinatura do autor e datação no canto inferior direito: ""Vienot/Pinxit Anno/1868"". Moldura em madeira dourada.",Viscondessa de Santa Rita,Édouard Viénot,madeira | óleo | tela,Brasil,1868,02.6 Pintura,Bom,127,107.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
239,6239,,Retrato (pintura),"Sobre fundo claro, busto de figura masculina de frente, rosto ligeiramente voltado para a esquerda. Cabelos curtos, tendo à frente pequena mecha branca, espessa barba e bigode. Traja paletó, colete, gravata em laço negra e camisa de colarinho alto, pende do colete corrente dourada. Assinatura do autor e datação no canto inferior esquerdo: ""Poluceno 1879"".",Barão de Duas Barras,Manuel Poluceno Pereira da Silva,óleo | tela,Brasil,[1879],02.6 Pintura,Regular,118,99,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
240,6240,,Retrato (pintura),"Busto de mulher jovem, voltado para a direita. Rosto comprido, nariz pequeno, olhos castanhos, sobrancelhas finas também na cor castanha; cabelos escuros, compridos, presos formando penteado alto. Orelha direita visível com brinco pendente de formado circular. Colar dourado, curto com ornato em forma de laço, sustentando uma medalha oval com pequenas pedras azuis. Vestido preto guarnecido de gola comprida de renda branca e sobre esta, na altura do peito esquerdo, grande laço azul. Fundo escuro. Assinatura do autor e datação em tinta ocre na lateral inferior esquerda: ""Szª Lobo Rº de Janº 1878"".",Busto de Moça,Antônio Araújo de Sousa Lobo,óleo | tela,Brasil - Rio de Janeiro,1878,02.6 Pintura,Ruim,74,59,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
241,6241,,Retrato (pintura),"Sobre fundo claro, figura feminina a meio corpo, de frente, rosto voltado para a esquerda. Cabelos curtos pretos, óculos de aro dourado de formato arredondado. Brinco pingente dourado. Traja vestido negro de mangas longas, tendo à frente gola com pala branca, babados e fita azul. Pende do peito corrente dourada. Assinatura do autor e datação no canto inferior esquerdo: ""Poluceno 1880"".",Baronesa de Duas Barras,Manuel Poluceno Pereira da Silva,óleo | tela,Brasil,[1880],02.6 Pintura,Regular,118,99,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
242,6242,,Retrato (fotopintura),"Apresenta duas figuras femininas sentadas de frente, ladeando um cavalheiro de pé, vestindo trajes do século XIX. A figura da direita traja roupa negra, tendo as mãos cruzadas sobre o colo, segurando um lenço branco. Cabeça coberta por toucado negro com flores. A senhora da esquerda usa vestido marrom, sugerindo chamalote, com punhos em renda branca. Xale azul caído sobre os ombros. Toucado de renda branca, arrematado por grande laço sob o queixo. Mantilha negra na parte posterior da cabeça. Cabelos repartidos ao meio com bandós em moda no século XIX. O cavalheiro usa jaquetão negro com camisa branca e gravata de laço. Cabelos repartidos de lado e barba. Mão no peito, com dedo indicador sob a gola. Assinatura do autor e datação no canto inferior direito em tinta preta: ""U. Steffen/printed 1860"". Inscrição no canto inferior esquerdo em tinta vermelha: ""STAHL & C..........."". Moldura em madeira dourada, cantos arredondados, decoração em faixa com elementos geométricos.",Os senhores de Macujé ou Família Barros Barreto,Ulrich Steffen/Stahl & Co.,cartão | óleo | papel,Brasil,1860,02.6 Pintura,Bom,58,48,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
243,6243,,Retrato (pintura),"Sobre fundo escuro, figura masculina sentada em cadeira dourada estofada com tecido vermelho, voltado para a esquerda, rosto à frente. Cabelos curtos pretos, olhos claros e barba passa-piolho grisalha. Traja paletó, colete e gravata em laço na cor preta com camisa branca de colarinho alto. Ostenta ao peito a Ordem da Rosa. Apresenta o braço esquerdo pousado na perna carregando um bastão dourado e o braço direito está sobre mesa coberta por tecido vermelho. Assinatura do autor e datação no canto inferior direito: ""Vienot/Pinxit Anno/1868"". Moldura em madeira dourada.",Visconde de Santa Rita,Édouard Viénot,madeira | óleo | tela,Brasil,1868,02.6 Pintura,Regular,128,108,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
244,6244,,Retrato (fotopintura),"Sobre fundo escuro, figura masculina de frente. Cabelos curtos, repartidos ao lado, olhos voltados para cima. Apresenta-se usando uma barba passa-piolho. Traja paletó, colete e gravata em laço na cor preta e camisa branca. Assinatura do autor e datação no canto inferior direito em tinta vermelha: ""U. Steffen/print. 1860"". Inscrição no canto inferior esquerdo em tinta vermelha: ""Stahl & Co./photog:"".",Barão de Ipojuca,Ulrich Steffen/Stahl & Co.,cartão | óleo | papel,Brasil,1860,02.6 Pintura,Bom,49,42,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
245,6245,,Pintura religiosa (miniatura),"Miniatura de pintura da Virgem Maria sentada na cadeira com o Menino Jesus no colo, de frente. A Virgem apresenta cabeça inclinada para a direita, repousando-a sobre o menino, o braço direito segura a criança. Cabelos e olhos escuros, pele clara e boca corada. Porta lenço branco de listras vermelhas sobre a cabeça, xale verde com detalhe em amarelo e vermelho sobre os ombros e camisa de manga comprida em tom róseo. O menino encontra-se sentado sobre o colo da mãe com a cabeça voltada para a esquerda e o olhar direcionado ao alto para a mãe. Cabelos castanhos claros, olhos escuros e boca corada, pele clara. Veste uma peça única de mangas e pernas curtas em amarelo listrado de tom alaranjado, coxa e parte das pernas aparentes. Fundo em tom amarelo. Moldura oval com apoio na parte posterior em metal dourado torso com incrustações de cerâmica esmaltada formando mosaico nos tons de azul, branco, amarelo e rosa, compondo guirlanda de flores sobre fundo azulado e frisos geométricos em azul e branco nas partes interna e externa da moldura.",La madonna della sedia,Não identificado,cerâmica | esmalte | óleo | porcelana,Itália,[19--],02.6 Pintura,Bom,5,4.1,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
